Name,heuristic_avg_score,semantic_score,stylistic_score,similarity_score_1_10,input_file_a,input_file_b,source,target
mistralai_Mistral-7B-Instruct-v0.2_vs_meta-llama_Llama-3.2-3B-Instruct,0.779559118236473,3.140562248995984,2.3755020080321283,6.107429718875502,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,mistralai_Mistral-7B-Instruct-v0.2,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_google_gemma-3-1b-it,0.778714859437751,3.316901408450704,2.357142857142857,6.32,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,meta-llama_Llama-3.2-3B-Instruct,google_gemma-3-1b-it
google_gemma-3-1b-it_vs_meta-llama_Llama-3.2-3B-Instruct,0.778714859437751,3.1770623742454727,2.380281690140845,6.169014084507042,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,google_gemma-3-1b-it,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_allenai_Molmo-7B-O-0924,0.7785140562248996,3.3218623481781377,2.341093117408907,6.439457202505219,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,meta-llama_Llama-3.2-3B-Instruct,allenai_Molmo-7B-O-0924
allenai_Molmo-7B-O-0924_vs_meta-llama_Llama-3.2-3B-Instruct,0.7785140562248996,3.1680080482897384,2.422535211267605,6.095766129032258,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,allenai_Molmo-7B-O-0924,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_google_gemma-2-2b-it,0.7782128514056226,3.3292929292929294,2.3737373737373737,6.28646934460888,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,meta-llama_Llama-3.2-3B-Instruct,google_gemma-2-2b-it
google_gemma-2-2b-it_vs_meta-llama_Llama-3.2-3B-Instruct,0.7782128514056226,3.101609657947686,2.3118712273641853,6.074596774193548,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,google_gemma-2-2b-it,meta-llama_Llama-3.2-3B-Instruct
Qwen_Qwen3-1.7B_vs_meta-llama_Llama-3.2-3B-Instruct,0.7782128514056226,3.38855421686747,2.566265060240964,6.372233400402415,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,Qwen_Qwen3-1.7B,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_Qwen_Qwen3-1.7B,0.7782128514056226,3.312248995983936,2.145582329317269,6.605633802816901,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,meta-llama_Llama-3.2-3B-Instruct,Qwen_Qwen3-1.7B
meta-llama_Llama-3.2-3B-Instruct_vs_phi-4-multimodal-instruct,0.7777555110220441,2.381818181818182,1.7858585858585858,4.025720164609053,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,meta-llama_Llama-3.2-3B-Instruct,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_meta-llama_Llama-3.2-3B-Instruct,0.7777555110220441,2.629817444219067,2.0456389452332657,4.555208333333334,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,phi-4-multimodal-instruct,meta-llama_Llama-3.2-3B-Instruct
deepseek-ai_DeepSeek-R1-Distill-Llama-8B_vs_mistralai_Mistral-7B-Instruct-v0.3,0.7760999999999999,3.28,2.527,6.159318637274549,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,deepseek-ai_DeepSeek-R1-Distill-Llama-8B,mistralai_Mistral-7B-Instruct-v0.3
mistralai_Mistral-7B-Instruct-v0.3_vs_deepseek-ai_DeepSeek-R1-Distill-Llama-8B,0.7760999999999999,3.215430861723447,2.093186372745491,6.533066132264529,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,mistralai_Mistral-7B-Instruct-v0.3,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
Qwen_Qwen3-4B_vs_meta-llama_Llama-3.2-3B-Instruct,0.77570281124498,3.434607645875252,2.6730382293762576,6.634808853118712,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,Qwen_Qwen3-4B,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_Qwen_Qwen3-4B,0.77570281124498,3.415322580645161,2.274193548387097,7.119718309859155,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,meta-llama_Llama-3.2-3B-Instruct,Qwen_Qwen3-4B
microsoft_Phi-4-mini-reasoning_vs_meta-llama_Llama-3.2-3B-Instruct,0.7756024096385542,3.2991967871485945,2.6275100401606424,6.203441295546559,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,microsoft_Phi-4-mini-reasoning,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_microsoft_Phi-4-mini-reasoning,0.7756024096385542,3.261569416498994,2.119718309859155,7.009127789046653,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,meta-llama_Llama-3.2-3B-Instruct,microsoft_Phi-4-mini-reasoning
Qwen_Qwen3-8B_vs_meta-llama_Llama-3.2-3B-Instruct,0.7751004016064257,3.429718875502008,2.644578313253012,6.630784708249497,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,Qwen_Qwen3-8B,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_Qwen_Qwen3-8B,0.7751004016064257,3.4556451612903225,2.280241935483871,7.240963855421687,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,meta-llama_Llama-3.2-3B-Instruct,Qwen_Qwen3-8B
meta-llama_Llama-3.1-8B-Instruct_vs_Qwen_Qwen3-1.7B,0.7729999999999999,3.3082329317269075,2.140562248995984,6.671686746987952,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,meta-llama_Llama-3.1-8B-Instruct,Qwen_Qwen3-1.7B
Qwen_Qwen3-1.7B_vs_meta-llama_Llama-3.1-8B-Instruct,0.7729999999999999,3.399799599198397,2.5280561122244487,6.520040080160321,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,Qwen_Qwen3-1.7B,meta-llama_Llama-3.1-8B-Instruct
OpenGVLab_InternVL3-8B_vs_google_gemma-2-2b-it,0.7724,3.3424242424242423,2.411111111111111,6.478350515463918,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,OpenGVLab_InternVL3-8B,google_gemma-2-2b-it
google_gemma-2-2b-it_vs_OpenGVLab_InternVL3-8B,0.7724,3.240963855421686,2.429718875502008,6.341365461847389,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,google_gemma-2-2b-it,OpenGVLab_InternVL3-8B
meta-llama_Llama-3-8B-Instruct_vs_OpenGVLab_InternVL3-8B,0.7714428857715431,3.259036144578314,2.4377510040160644,6.422690763052209,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,meta-llama_Llama-3-8B-Instruct,OpenGVLab_InternVL3-8B
OpenGVLab_InternVL3-8B_vs_meta-llama_Llama-3-8B-Instruct,0.7714428857715431,3.344444444444445,2.4060606060606062,6.398958333333334,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,OpenGVLab_InternVL3-8B,meta-llama_Llama-3-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_google_gemma-3-1b-it,0.7712000000000001,3.3286573146292584,2.3166332665330662,6.312368972746331,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,meta-llama_Llama-3.1-8B-Instruct,google_gemma-3-1b-it
google_gemma-3-1b-it_vs_meta-llama_Llama-3.1-8B-Instruct,0.7712000000000001,3.114228456913827,2.3807615230460923,6.177354709418838,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,google_gemma-3-1b-it,meta-llama_Llama-3.1-8B-Instruct
microsoft_Phi-4-mini-reasoning_vs_phi-4-multimodal-instruct,0.7708708708708708,2.8353474320241694,2.206948640483384,4.949848024316109,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,microsoft_Phi-4-mini-reasoning,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_microsoft_Phi-4-mini-reasoning,0.7708708708708708,3.191489361702128,2.349544072948328,6.382175226586103,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,phi-4-multimodal-instruct,microsoft_Phi-4-mini-reasoning
google_gemma-1.1-7b-it_vs_OpenGVLab_InternVL3-8B,0.7707999999999998,3.22991967871486,2.4006024096385543,6.333667334669339,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,google_gemma-1.1-7b-it,OpenGVLab_InternVL3-8B
OpenGVLab_InternVL3-8B_vs_google_gemma-1.1-7b-it,0.7707999999999998,3.3326612903225805,2.340725806451613,6.354297693920335,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,OpenGVLab_InternVL3-8B,google_gemma-1.1-7b-it
meta-llama_Llama-3.1-8B-Instruct_vs_phi-4-multimodal-instruct,0.7703406813627255,2.34685598377282,1.8032454361054768,4.117768595041323,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,meta-llama_Llama-3.1-8B-Instruct,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_meta-llama_Llama-3.1-8B-Instruct,0.7703406813627255,2.647959183673469,2.0673469387755103,4.740702479338843,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,phi-4-multimodal-instruct,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_google_gemma-1.1-7b-it,0.7703,3.348790322580645,2.302419354838709,6.3625,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,meta-llama_Llama-3.1-8B-Instruct,google_gemma-1.1-7b-it
google_gemma-1.1-7b-it_vs_meta-llama_Llama-3.1-8B-Instruct,0.7703,3.161322645290581,2.3276553106212425,6.116700201207244,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,google_gemma-1.1-7b-it,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_mistralai_Mistral-7B-Instruct-v0.2,0.7697,3.3319919517102616,2.3601609657947686,6.209205020920503,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,meta-llama_Llama-3.1-8B-Instruct,mistralai_Mistral-7B-Instruct-v0.2
mistralai_Mistral-7B-Instruct-v0.2_vs_meta-llama_Llama-3.1-8B-Instruct,0.7697,3.149298597194389,2.3667334669338675,6.145875251509055,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,mistralai_Mistral-7B-Instruct-v0.2,meta-llama_Llama-3.1-8B-Instruct
OpenGVLab_InternVL3-8B_vs_mistralai_Mistral-7B-Instruct-v0.2,0.7696392785571142,3.316265060240964,2.335341365461848,6.422199170124482,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,OpenGVLab_InternVL3-8B,mistralai_Mistral-7B-Instruct-v0.2
mistralai_Mistral-7B-Instruct-v0.2_vs_OpenGVLab_InternVL3-8B,0.7696392785571142,3.2570281124497997,2.429718875502008,6.384538152610442,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,mistralai_Mistral-7B-Instruct-v0.2,OpenGVLab_InternVL3-8B
meta-llama_Llama-3.1-8B-Instruct_vs_meta-llama_Llama-3-8B-Instruct,0.7693,3.3072289156626504,2.3313253012048194,6.195426195426196,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,meta-llama_Llama-3.1-8B-Instruct,meta-llama_Llama-3-8B-Instruct
meta-llama_Llama-3-8B-Instruct_vs_meta-llama_Llama-3.1-8B-Instruct,0.7693,3.182364729458918,2.374749498997996,6.206827309236948,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,meta-llama_Llama-3-8B-Instruct,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_allenai_Molmo-7B-O-0924,0.7693,3.287575150300601,2.3276553106212425,6.358490566037736,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,meta-llama_Llama-3.1-8B-Instruct,allenai_Molmo-7B-O-0924
allenai_Molmo-7B-O-0924_vs_meta-llama_Llama-3.1-8B-Instruct,0.7693,3.1603206412825653,2.3897795591182365,6.146586345381526,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,allenai_Molmo-7B-O-0924,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_google_gemma-2-2b-it,0.7689,3.3016032064128256,2.3196392785571143,6.3446808510638295,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,meta-llama_Llama-3.1-8B-Instruct,google_gemma-2-2b-it
google_gemma-2-2b-it_vs_meta-llama_Llama-3.1-8B-Instruct,0.7689,3.1432865731462925,2.381763527054108,6.120724346076459,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,google_gemma-2-2b-it,meta-llama_Llama-3.1-8B-Instruct
allenai_Molmo-7B-O-0924_vs_OpenGVLab_InternVL3-8B,0.7687374749498999,3.247991967871486,2.417670682730924,6.443661971830986,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,allenai_Molmo-7B-O-0924,OpenGVLab_InternVL3-8B
OpenGVLab_InternVL3-8B_vs_allenai_Molmo-7B-O-0924,0.7687374749498999,3.3245967741935485,2.3850806451612905,6.351774530271399,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,OpenGVLab_InternVL3-8B,allenai_Molmo-7B-O-0924
OpenGVLab_InternVL3-8B_vs_google_gemma-3-1b-it,0.7684368737474949,3.338709677419355,2.360887096774193,6.275933609958506,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,OpenGVLab_InternVL3-8B,google_gemma-3-1b-it
google_gemma-3-1b-it_vs_OpenGVLab_InternVL3-8B,0.7684368737474949,3.227364185110664,2.4245472837022133,6.283132530120482,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,google_gemma-3-1b-it,OpenGVLab_InternVL3-8B
Qwen_Qwen3-8B_vs_meta-llama_Llama-3.1-8B-Instruct,0.7677,3.531,2.728,6.893,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,Qwen_Qwen3-8B,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_Qwen_Qwen3-8B,0.7677,3.432459677419355,2.252016129032258,7.278557114228457,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,meta-llama_Llama-3.1-8B-Instruct,Qwen_Qwen3-8B
microsoft_Phi-3.5-mini-instruct_vs_phi-4-multimodal-instruct,0.7667999999999999,2.426262626262626,1.8727272727272728,4.156701030927835,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,microsoft_Phi-3.5-mini-instruct,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_microsoft_Phi-3.5-mini-instruct,0.7667999999999999,2.6901840490797544,2.1809815950920246,4.779958677685951,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,phi-4-multimodal-instruct,microsoft_Phi-3.5-mini-instruct
Qwen_Qwen3-4B_vs_meta-llama_Llama-3.1-8B-Instruct,0.7663,3.5210420841683367,2.736472945891784,6.964929859719439,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,Qwen_Qwen3-4B,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_Qwen_Qwen3-4B,0.7663,3.4398797595190382,2.335671342685371,7.013026052104208,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,meta-llama_Llama-3.1-8B-Instruct,Qwen_Qwen3-4B
microsoft_Phi-4-mini-reasoning_vs_meta-llama_Llama-3.1-8B-Instruct,0.7662324649298597,3.311623246492986,2.665330661322645,6.310344827586207,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,microsoft_Phi-4-mini-reasoning,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_microsoft_Phi-4-mini-reasoning,0.7662324649298597,3.2016129032258065,2.1391129032258065,6.921529175050302,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,meta-llama_Llama-3.1-8B-Instruct,microsoft_Phi-4-mini-reasoning
microsoft_Phi-4-mini-reasoning_vs_OpenGVLab_InternVL3-8B,0.7647058823529412,3.40224032586558,2.7372708757637474,6.493877551020408,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,microsoft_Phi-4-mini-reasoning,OpenGVLab_InternVL3-8B
OpenGVLab_InternVL3-8B_vs_microsoft_Phi-4-mini-reasoning,0.7647058823529412,3.2961065573770494,2.172131147540984,7.018367346938776,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,OpenGVLab_InternVL3-8B,microsoft_Phi-4-mini-reasoning
Qwen_Qwen2.5-VL-7B-Instruct_vs_Qwen_Qwen3-1.7B,0.7631526104417672,3.3323293172690764,2.066265060240964,6.859154929577465,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,Qwen_Qwen2.5-VL-7B-Instruct,Qwen_Qwen3-1.7B
Qwen_Qwen3-1.7B_vs_Qwen_Qwen2.5-VL-7B-Instruct,0.7631526104417672,3.469879518072289,2.606425702811245,6.585858585858586,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,Qwen_Qwen3-1.7B,Qwen_Qwen2.5-VL-7B-Instruct
deepseek-ai_DeepSeek-R1-Distill-Llama-8B_vs_Qwen_Qwen2.5-1.5B-Instruct,0.7614228456913827,2.9819277108433737,2.3072289156626504,5.261569416498994,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,deepseek-ai_DeepSeek-R1-Distill-Llama-8B,Qwen_Qwen2.5-1.5B-Instruct
Qwen_Qwen2.5-1.5B-Instruct_vs_deepseek-ai_DeepSeek-R1-Distill-Llama-8B,0.7614228456913827,3.156312625250501,2.0140280561122244,6.48692152917505,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,Qwen_Qwen2.5-1.5B-Instruct,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
Qwen_Qwen3-1.7B_vs_gpt-4o,0.7605000000000001,3.421843687374749,2.6412825651302607,6.753507014028056,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/gpt-4o.csv,Qwen_Qwen3-1.7B,gpt-4o
gpt-4o_vs_Qwen_Qwen3-1.7B,0.7605000000000001,3.240963855421686,2.0240963855421685,6.744959677419355,disguising/model-responses/base_500/gpt-4o.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,gpt-4o,Qwen_Qwen3-1.7B
microsoft_Phi-4-mini-instruct_vs_phi-4-multimodal-instruct,0.7600401606425703,2.434560327198364,1.878323108384458,4.075257731958763,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,microsoft_Phi-4-mini-instruct,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_microsoft_Phi-4-mini-instruct,0.7600401606425703,2.6413934426229506,2.1014344262295084,4.622129436325679,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,phi-4-multimodal-instruct,microsoft_Phi-4-mini-instruct
Qwen_Qwen3-1.7B_vs_phi-4-multimodal-instruct,0.7598540145985401,2.6790123456790123,1.998765432098765,4.503703703703704,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,Qwen_Qwen3-1.7B,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_Qwen_Qwen3-1.7B,0.7598540145985401,3.167892156862745,2.4129901960784315,5.975247524752476,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,phi-4-multimodal-instruct,Qwen_Qwen3-1.7B
microsoft_Phi-4-multimodal-instruct_vs_phi-4-multimodal-instruct,0.759456740442656,2.392638036809816,1.8640081799591,4.140946502057613,disguising/model-responses/base_500/microsoft_Phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,microsoft_Phi-4-multimodal-instruct,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_microsoft_Phi-4-multimodal-instruct,0.759456740442656,2.633744855967078,2.049382716049383,4.881496881496881,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-multimodal-instruct.csv,phi-4-multimodal-instruct,microsoft_Phi-4-multimodal-instruct
gpt-4o_vs_phi-4-multimodal-instruct,0.7592000000000001,2.366869918699187,1.8252032520325203,4.077235772357724,disguising/model-responses/base_500/gpt-4o.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,gpt-4o,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_gpt-4o,0.7592000000000001,2.6785714285714284,2.162244897959184,4.959183673469388,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/gpt-4o.csv,phi-4-multimodal-instruct,gpt-4o
deepseek-ai_DeepSeek-R1-Distill-Llama-8B_vs_Qwen_Qwen2.5-Coder-7B-Instruct,0.7591,3.1543086172344688,2.3987975951903806,6.038,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,deepseek-ai_DeepSeek-R1-Distill-Llama-8B,Qwen_Qwen2.5-Coder-7B-Instruct
Qwen_Qwen2.5-Coder-7B-Instruct_vs_deepseek-ai_DeepSeek-R1-Distill-Llama-8B,0.7591,3.147294589178357,2.049098196392785,6.290581162324649,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,Qwen_Qwen2.5-Coder-7B-Instruct,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
OpenGVLab_InternVL3-8B_vs_phi-4-multimodal-instruct,0.7590909090909091,2.3819301848049284,1.8809034907597533,4.013429752066116,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,OpenGVLab_InternVL3-8B,phi-4-multimodal-instruct
phi-4-multimodal-instruct_vs_OpenGVLab_InternVL3-8B,0.7590909090909091,2.675983436853002,2.13768115942029,4.8752620545073375,disguising/model-responses/base_500/phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,phi-4-multimodal-instruct,OpenGVLab_InternVL3-8B
microsoft_Phi-3.5-mini-instruct_vs_microsoft_Phi-4-mini-reasoning,0.7573,3.356854838709677,2.216733870967742,7.259072580645161,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,microsoft_Phi-3.5-mini-instruct,microsoft_Phi-4-mini-reasoning
